cellType 	 gene 	 date 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
A549	USF2	120622	1	3	1238.022785	792.281250	1736	1537	199	197.984375	4911702.000000	387.633336	17	71	57	14	0	0.000000	0.000000	0.000000
A549	USF2	120622	2	1	2653.652804	932.859375	3261	2657	604	195.968750	8259487.000000	658.546245	144	134	100	34	2	180.650829	407.574791	0.670927
A549	USF2	120622	2	2	1524.394188	990.703125	2100	1838	262	241.359375	3963645.000000	256.596426	55	73	53	20	4	161.297042	371.012799	0.689499
A549	USF2	120622	2	3	2456.661228	1098.703125	2138	1866	272	214.390625	2659397.000000	193.819474	40	70	57	13	0	0.000000	0.000000	0.000000
A549	USF2	120622	2	4	1795.409581	942.328125	2600	2212	388	207.390625	6371503.000000	480.034883	60	84	64	20	1	317.451459	888.190142	1.129651
A549	USF2	120622	3	1	1257.998138	620.125000	2044	1563	481	164.296875	4113200.000000	391.174513	12	86	64	22	1	287.033557	1140.988273	1.740276
A549	USF2	120622	3	2	1145.912936	769.796875	1757	1464	293	191.968750	4411873.000000	359.097591	24	64	47	17	1	300.259587	705.316164	0.971008
A549	USF2	120622	4	1	2413.778742	1503.812500	3126	2803	323	236.687500	4218812.000000	278.506205	125	114	91	23	1	217.915748	524.193951	1.132575
A549	USF2	120622	4	2	2054.611125	1316.937500	2845	2625	220	230.531250	5949800.000000	403.266911	94	133	112	21	0	0.000000	0.000000	0.000000
A549	USF2	120622	5	1	1416.709824	1224.875000	2854	2193	661	183.484375	5073107.000000	432.011156	43	112	78	34	0	0.000000	0.000000	0.000000
A549	USF2	120622	5	2	1582.659585	1121.015625	3078	2232	846	198.453125	6388019.000000	502.954019	99	90	66	24	1	304.976849	530.400084	0.714334
A549	USF2	120622	5	3	1365.047921	1051.000000	2372	1895	477	181.328125	3460285.000000	298.171909	39	72	53	19	1	368.157971	1545.001565	2.676526
A549	USF2	120622	5	4	2210.264908	1005.578125	2345	1937	408	213.859375	2970278.000000	217.014539	45	77	57	20	0	0.000000	0.000000	0.000000
A549	USF2	120622	6	1	1111.692385	781.312500	2261	1685	576	175.843750	5111231.000000	454.170162	42	89	63	26	0	0.000000	0.000000	0.000000
A549	USF2	120622	6	2	1697.991735	1289.515625	2776	2122	654	182.921875	3639748.000000	310.903562	66	88	66	22	0	0.000000	0.000000	0.000000
A549	USF2	120622	6	3	3448.237216	1041.718750	2678	2424	254	215.218750	5903292.000000	428.582256	185	111	91	20	0	0.000000	0.000000	0.000000
A549	USF2	120622	6	4	2070.955973	1181.906250	3145	2584	561	190.937500	4525908.000000	370.368903	78	127	94	33	0	0.000000	0.000000	0.000000
A549	USF2	120622	7	1	1614.095476	1026.171875	2682	2231	451	223.640625	4813833.000000	336.325927	32	98	60	38	1	440.702620	1260.707657	1.587925
A549	USF2	120622	7	2	2010.662872	1511.890625	3252	2683	569	225.328125	7037783.000000	488.023230	128	150	103	47	0	0.000000	0.000000	0.000000
A549	USF2	120622	7	3	1817.483227	985.656250	2276	1690	586	176.187500	3752399.000000	332.777492	59	88	62	26	1	225.869511	267.578525	0.584332
A549	USF2	120622	7	4	3012.310293	1382.250000	3129	2385	744	201.875000	3873076.000000	299.773684	101	114	71	43	1	181.888255	442.945103	1.033187
A549	USF2	120622	8	1	1159.568650	1137.421875	2945	2005	940	175.031250	6642506.000000	592.975004	72	102	64	38	0	0.000000	0.000000	0.000000
A549	USF2	120622	8	2	1706.056368	1002.906250	2908	2140	768	197.171875	5401632.000000	428.055472	127	97	75	22	2	160.533525	810.590148	1.809571
A549	USF2	120622	8	3	3528.398187	3079.906250	3461	3014	447	250.187500	3714714.000000	231.995628	76	118	90	28	2	195.139501	477.232593	1.070145
A549	USF2	120622	9	1	1621.413739	704.875000	3066	2474	592	145.125000	5156745.000000	555.205103	57	110	83	27	1	206.115754	801.003223	1.131099
A549	USF2	120622	9	2	2115.828248	1281.140625	1365	1121	244	200.578125	2923284.000000	227.723300	2	74	51	23	2	227.202654	710.772348	1.522285
A549	USF2	120622	10	1	1812.775810	1071.000000	1771	1539	232	198.656250	2369937.000000	186.403728	2	58	46	12	0	0.000000	0.000000	0.000000
A549	USF2	120622	10	2	2831.938467	1200.687500	4045	3611	434	185.546875	7279735.000000	613.030316	183	146	117	29	3	167.128137	627.132386	1.001285
A549	USF2	120622	10	3	2189.337063	1171.921875	3837	3430	407	204.781250	8461848.000000	645.646879	232	140	122	18	0	0.000000	0.000000	0.000000
A549	USF2	120622	10	4	2158.502034	661.640625	3759	2888	871	188.203125	4890789.000000	406.043088	79	212	132	80	2	280.973015	615.480407	0.893875
A549	USF2	120622	11	1	2028.662508	1311.328125	3457	2981	476	228.171875	7456445.000000	510.610491	158	157	120	37	0	0.000000	0.000000	0.000000
A549	USF2	120622	11	2	3051.120089	1361.468750	3973	3240	733	263.578125	9269772.000000	549.515205	98	101	78	23	1	256.851198	779.743700	0.976295
A549	SUPT5H	120703	1	1	3615.633151	1238.468750	3457	3089	368	237.531250	3208311.000000	211.045323	67	277	216	61	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	1	2	1025.741675	886.578125	2048	1736	312	174.546875	4499503.000000	402.784263	20	98	65	33	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	1	3	1278.358537	769.093750	2305	1895	410	148.421875	4239512.000000	446.311401	39	107	80	27	1	239.599176	513.223899	0.701455
A549	SUPT5H	120703	2	1	1317.607995	1128.171875	2739	2354	385	193.640625	8749937.000000	706.038651	223	174	130	44	1	365.244596	865.168287	1.179865
A549	SUPT5H	120703	2	2	869.504251	645.093750	1919	1567	352	175.687500	4556792.000000	405.264319	11	102	67	35	1	217.875246	531.273965	0.825826
A549	SUPT5H	120703	3	1	1794.067190	1278.453125	2777	2573	204	237.671875	8805481.000000	578.889028	126	154	114	40	2	320.774114	596.924025	0.739084
A549	SUPT5H	120703	3	2	3359.321376	1684.140625	2672	2381	291	273.484375	4386961.000000	250.640519	11	187	113	74	1	300.013588	922.479587	1.618250
A549	SUPT5H	120703	4	1	1798.860186	1359.140625	3388	2752	636	187.296875	6360876.000000	530.647869	81	151	106	45	4	238.429983	503.076930	0.859995
A549	SUPT5H	120703	4	2	1177.146099	1172.750000	2721	2354	367	170.000000	6306455.000000	579.637408	81	114	87	27	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	4	3	1744.480322	1108.640625	3186	2674	512	197.984375	6427845.000000	507.287902	109	192	132	60	1	268.860173	275.272797	0.427166
A549	SUPT5H	120703	5	1	1432.255424	1432.593750	2731	2463	268	234.078125	5147876.000000	343.626994	68	148	109	39	1	210.868398	734.924441	1.201391
A549	SUPT5H	120703	5	2	1130.651355	1069.781250	2354	1881	473	162.937500	4323954.000000	414.648446	45	116	76	40	1	279.742517	381.005398	0.571810
A549	SUPT5H	120703	5	3	1873.136194	1228.859375	2592	2438	154	159.703125	3968795.000000	388.298112	5	222	173	49	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	5	4	718.302130	712.687500	1498	1246	252	155.468750	4824610.000000	484.885427	25	97	64	33	0	0.000000	0.000000	0.000000
