gene	Nm_seq	lower_seq	upper_seq	meanCount	seCount
FUT8	0.63799439069386	0.422098364672982	0.908534319433822	76.7478635761055	9.32910312896257
FXN	1.00480072736782	0.587528912221887	1.56586013592146	27.0316524955674	4.08792758156327
FXR1	0.243818501236807	0.160719811833993	0.344443390041726	88.6075077204419	7.39387725587738
FXR2	1.684762723173	0.874739356519576	2.88814235424426	35.9064156997975	7.11094900538787
FXYD5	0.0878465587714057	0.0501579593022413	0.130935018522995	295.46924085021	14.155598419189
FYCO1	0.556572197002703	0.305070187068756	0.908752798988099	68.1285353452279	7.91359584746219
FYN	1.296997002538	0.758544831910088	2.16495557510762	39.5215446371592	7.41319308321085
FYTTD1	0.229617087183832	0.145117471568925	0.326389008392353	167.890647390139	15.2251957093164
FZD1	6.37247172504059	3.17771827054812	12.2935387841286	12.9954828083259	4.91660465013045
FZD2	0.72383360164259	0.379012991250898	1.17094042748818	50.3272192432665	6.98764051689874
FZD4	2.08679783650203	1.21798739192247	3.33931881437446	23.4139710949108	5.40983512706625
FZD6	0.780096153780849	0.508099479815284	1.11697921718738	64.4150071462	8.66211520763674
FZD7	0.443161162153793	0.267265954699054	0.652923949419039	113.515932048965	12.0312166431197
FZR1	3.83974934065858	1.6355458501569	7.32385344886926	7.89116703543252	2.6571197737421
G0S2	4.4778531226958	2.17716779471957	8.52430812748158	132.43337887868	42.4362032173634
G2E3	0.780462212389366	0.519306765493868	1.08290666322197	79.3927594099224	11.0903883921288
G3BP1	0.087440545376965	0.0467673428174345	0.136594820828035	365.567905297295	23.6125957349507
G3BP2	0.163987558978954	0.100786094260905	0.239597550913485	128.730641644102	9.10697314765986
G6PC3	0.496909000125651	0.300797560684426	0.746414199579757	105.472367868342	11.8367163664031
G6PD	0.398097250714183	0.226505781950559	0.621378835595525	78.0471869898496	7.87585214603675
GAA	9.06100405296205	3.75655066621561	21.6327129603926	2.23142309933103	1.00831022114139
GAB1	2.4653649901296	1.01924892246574	5.20902159194486	11.8687826008719	3.35940315057387
GAB2	3.42258495787201	1.40747751305525	7.03263993904779	7.60729425571068	2.34083869093973
GABARAP	0.04978116605443	0.0325497056464916	0.0706843317778839	528.226064929286	24.802647009189
GABARAPL1	1.36821592721922	0.829054393296314	2.18356343665255	89.5040357128713	16.1108313402321
GABARAPL2	0.11245753898564	0.0619628376725155	0.168998989885022	322.623715226723	17.1795918268694
GABBR1	8.34060513867272	3.96851338429428	17.4878250549584	4.81422118459634	2.12762690431628
GABBR2	1.36635216069745	0.851637144597818	2.15469258455826	56.3643334327043	10.398973911263
GABPA	0.955372007077745	0.53104163139624	1.54038493082989	42.0102241258462	6.58054421090803
GABPB1	0.614179536464631	0.38282620242314	0.894349518328298	83.4496060716123	9.92590064087203
GABPB1-AS1	2.54129303253906	1.37910050811447	4.43578862003491	16.5764365218613	4.04890724068021
GABPB2	5.94758101380021	2.92212591316949	11.6971490578241	19.9857230941515	7.27644543245193
GABRE	8.45970439269317	3.99131389629315	18.6971545799693	4.87673052689726	2.07605089606719
